source_user,target_user,interaction_type,weight,timestamp
bot_035,user_0546,mention,1,2025-05-23 14:36:53.860303
bot_033,user_0383,mention,1,2025-05-18 14:36:53.860505
bot_074,user_0354,mention,1,2025-05-21 14:36:53.860709
bot_013,user_0187,follow,1,2025-05-19 14:36:53.860917
bot_033,user_0044,follow,1,2025-05-21 14:36:53.861118
bot_015,user_0065,mention,1,2025-05-23 14:36:53.861318
bot_033,user_0745,mention,1,2025-05-18 14:36:53.861517
bot_059,user_0321,mention,1,2025-05-22 14:36:53.861719
bot_012,user_0183,follow,1,2025-05-20 14:36:53.861919
bot_033,user_0294,follow,1,2025-05-18 14:36:53.862120
bot_054,user_0026,mention,1,2025-05-19 14:36:53.862319
bot_052,user_0806,follow,1,2025-05-23 14:36:53.862531
bot_029,user_0436,follow,1,2025-05-19 14:36:53.862777
bot_018,user_0052,follow,1,2025-05-23 14:36:53.862994
bot_024,user_0725,follow,1,2025-05-23 14:36:53.863207
bot_054,user_0022,mention,1,2025-05-18 14:36:53.863416
bot_073,user_0009,mention,1,2025-05-18 14:36:53.863621
bot_051,user_0659,mention,1,2025-05-22 14:36:53.863821
bot_013,user_0177,mention,1,2025-05-18 14:36:53.864021
bot_052,user_0407,follow,1,2025-05-18 14:36:53.864231
bot_029,user_0702,mention,1,2025-05-19 14:36:53.864433
bot_058,user_0470,mention,1,2025-05-22 14:36:53.864641
bot_011,user_0630,follow,1,2025-05-18 14:36:53.864843
bot_033,user_0849,mention,1,2025-05-22 14:36:53.865043
bot_074,user_0872,mention,1,2025-05-23 14:36:53.865245
bot_078,user_0440,follow,1,2025-05-23 14:36:53.865445
bot_025,user_0785,mention,1,2025-05-18 14:36:53.865646
bot_037,user_0208,follow,1,2025-05-22 14:36:53.865846
bot_007,user_0389,follow,1,2025-05-20 14:36:53.866047
bot_063,user_0156,mention,1,2025-05-21 14:36:53.866245
bot_064,user_0618,follow,1,2025-05-23 14:36:53.866446
bot_026,user_0673,mention,1,2025-05-20 14:36:53.866708
bot_014,user_0818,follow,1,2025-05-21 14:36:53.866922
bot_048,user_0197,mention,1,2025-05-20 14:36:53.867193
bot_050,user_0420,follow,1,2025-05-22 14:36:53.867422
bot_028,user_0827,follow,1,2025-05-23 14:36:53.867632
bot_054,user_0905,follow,1,2025-05-19 14:36:53.867836
bot_020,user_0234,follow,1,2025-05-19 14:36:53.868038
bot_032,user_0535,mention,1,2025-05-21 14:36:53.868239
bot_016,user_0451,follow,1,2025-05-23 14:36:53.868439
bot_072,user_0532,mention,1,2025-05-21 14:36:53.868659
bot_011,user_0292,mention,1,2025-05-23 14:36:53.868867
bot_047,user_0870,mention,1,2025-05-23 14:36:53.869070
bot_046,user_0495,mention,1,2025-05-18 14:36:53.869270
bot_070,user_0012,mention,1,2025-05-19 14:36:53.869470
bot_012,user_0099,follow,1,2025-05-22 14:36:53.869671
bot_015,user_0648,follow,1,2025-05-18 14:36:53.869869
bot_074,user_0821,mention,1,2025-05-18 14:36:53.870081
bot_044,user_0748,mention,1,2025-05-23 14:36:53.870281
bot_007,user_0262,mention,1,2025-05-22 14:36:53.870480
bot_002,user_0027,mention,1,2025-05-20 14:36:53.870681
bot_043,user_0148,mention,1,2025-05-18 14:36:53.870922
bot_053,user_0064,mention,1,2025-05-19 14:36:53.871138
bot_012,user_0312,follow,1,2025-05-18 14:36:53.871389
bot_053,user_0649,follow,1,2025-05-20 14:36:53.871617
bot_046,user_0052,mention,1,2025-05-18 14:36:53.871820
bot_012,user_0676,mention,1,2025-05-22 14:36:53.872023
bot_013,user_0137,follow,1,2025-05-23 14:36:53.872225
bot_002,user_0110,mention,1,2025-05-23 14:36:53.872437
bot_011,user_0181,mention,1,2025-05-19 14:36:53.872682
bot_042,user_0408,mention,1,2025-05-22 14:36:53.872903
bot_059,user_0857,mention,1,2025-05-23 14:36:53.873109
bot_027,user_0783,follow,1,2025-05-23 14:36:53.873310
bot_057,user_0794,mention,1,2025-05-19 14:36:53.873582
bot_041,user_0698,follow,1,2025-05-18 14:36:53.873822
bot_033,user_0420,mention,1,2025-05-19 14:36:53.874081
bot_024,user_0032,follow,1,2025-05-22 14:36:53.874457
bot_006,user_0755,follow,1,2025-05-18 14:36:53.874709
bot_011,user_0527,mention,1,2025-05-21 14:36:53.874917
bot_076,user_0646,mention,1,2025-05-21 14:36:53.875173
bot_072,user_0159,follow,1,2025-05-23 14:36:53.875384
bot_071,user_0044,mention,1,2025-05-21 14:36:53.875643
bot_003,user_0615,follow,1,2025-05-19 14:36:53.875855
bot_028,user_0609,mention,1,2025-05-20 14:36:53.876066
bot_076,user_0078,mention,1,2025-05-20 14:36:53.876272
bot_003,user_0601,mention,1,2025-05-23 14:36:53.876476
bot_004,user_0823,mention,1,2025-05-20 14:36:53.876689
bot_049,user_0330,follow,1,2025-05-20 14:36:53.876892
bot_021,user_0232,follow,1,2025-05-21 14:36:53.877095
bot_070,user_0361,follow,1,2025-05-22 14:36:53.877296
bot_024,user_0393,follow,1,2025-05-19 14:36:53.877497
bot_010,user_0460,follow,1,2025-05-20 14:36:53.877698
bot_027,user_0490,follow,1,2025-05-23 14:36:53.877900
bot_046,user_0563,mention,1,2025-05-18 14:36:53.878101
bot_059,user_0568,follow,1,2025-05-23 14:36:53.878304
bot_045,user_0241,mention,1,2025-05-23 14:36:53.878510
bot_004,user_0595,mention,1,2025-05-23 14:36:53.878710
bot_074,user_0247,mention,1,2025-05-23 14:36:53.878924
bot_049,user_0421,follow,1,2025-05-22 14:36:53.879148
bot_014,user_0735,follow,1,2025-05-22 14:36:53.879400
bot_020,user_0557,follow,1,2025-05-18 14:36:53.879623
bot_037,user_0573,mention,1,2025-05-18 14:36:53.879865
bot_077,user_0713,mention,1,2025-05-19 14:36:53.880079
bot_002,user_0517,follow,1,2025-05-20 14:36:53.880279
bot_032,user_0720,mention,1,2025-05-21 14:36:53.880497
bot_076,user_0049,follow,1,2025-05-20 14:36:53.880700
bot_069,user_0680,mention,1,2025-05-20 14:36:53.880899
bot_047,user_0695,mention,1,2025-05-21 14:36:53.881099
bot_061,user_0331,follow,1,2025-05-19 14:36:53.881299
bot_017,user_0018,follow,1,2025-05-18 14:36:53.881500
bot_025,user_0389,mention,1,2025-05-20 14:36:53.881700
bot_028,user_0570,follow,1,2025-05-22 14:36:53.881900
bot_016,user_0618,follow,1,2025-05-19 14:36:53.882155
bot_079,user_0449,mention,1,2025-05-19 14:36:53.882371
bot_007,user_0477,mention,1,2025-05-20 14:36:53.882580
bot_064,user_0426,follow,1,2025-05-23 14:36:53.882784
bot_058,user_0595,mention,1,2025-05-22 14:36:53.882988
bot_043,user_0136,follow,1,2025-05-22 14:36:53.883189
bot_035,user_0612,mention,1,2025-05-20 14:36:53.883408
bot_041,user_0254,follow,1,2025-05-19 14:36:53.883614
bot_041,user_0763,mention,1,2025-05-22 14:36:53.883859
bot_054,user_0455,mention,1,2025-05-21 14:36:53.884188
bot_021,user_0612,follow,1,2025-05-23 14:36:53.884432
bot_066,user_0875,follow,1,2025-05-19 14:36:53.884681
bot_009,user_0739,follow,1,2025-05-18 14:36:53.884933
bot_026,user_0545,follow,1,2025-05-23 14:36:53.885140
bot_031,user_0600,follow,1,2025-05-23 14:36:53.885343
bot_066,user_0403,follow,1,2025-05-18 14:36:53.885550
bot_034,user_0610,follow,1,2025-05-21 14:36:53.885751
bot_077,user_0016,mention,1,2025-05-19 14:36:53.885964
bot_052,user_0090,mention,1,2025-05-20 14:36:53.886166
bot_064,user_0113,follow,1,2025-05-22 14:36:53.886366
bot_025,user_0876,mention,1,2025-05-20 14:36:53.886576
bot_009,user_0314,follow,1,2025-05-23 14:36:53.886775
bot_004,user_0889,follow,1,2025-05-23 14:36:53.886993
bot_021,user_0353,mention,1,2025-05-19 14:36:53.887194
bot_040,user_0732,mention,1,2025-05-19 14:36:53.887429
bot_010,user_0823,follow,1,2025-05-19 14:36:53.887638
bot_075,user_0281,follow,1,2025-05-21 14:36:53.887844
bot_059,user_0198,follow,1,2025-05-22 14:36:53.888171
bot_039,user_0644,follow,1,2025-05-18 14:36:53.888497
bot_003,user_0790,mention,1,2025-05-20 14:36:53.888854
bot_014,user_0753,mention,1,2025-05-19 14:36:53.889224
bot_007,user_0552,mention,1,2025-05-21 14:36:53.889464
bot_045,user_0493,follow,1,2025-05-21 14:36:53.889670
bot_067,user_0889,follow,1,2025-05-21 14:36:53.889873
bot_036,user_0896,follow,1,2025-05-21 14:36:53.890075
bot_039,user_0188,mention,1,2025-05-22 14:36:53.890275
bot_023,user_0535,mention,1,2025-05-20 14:36:53.890480
bot_066,user_0289,follow,1,2025-05-23 14:36:53.890681
bot_052,user_0247,mention,1,2025-05-19 14:36:53.890889
bot_068,user_0862,mention,1,2025-05-19 14:36:53.891095
bot_061,user_0680,follow,1,2025-05-19 14:36:53.891296
bot_059,user_0565,mention,1,2025-05-19 14:36:53.891497
bot_056,user_0649,mention,1,2025-05-18 14:36:53.891701
bot_060,user_0211,follow,1,2025-05-21 14:36:53.892080
bot_046,user_0843,mention,1,2025-05-21 14:36:53.892524
bot_035,user_0750,follow,1,2025-05-19 14:36:53.892785
bot_012,user_0342,mention,1,2025-05-22 14:36:53.893024
bot_029,user_0701,follow,1,2025-05-23 14:36:53.893259
bot_026,user_0205,follow,1,2025-05-18 14:36:53.893472
bot_046,user_0885,mention,1,2025-05-18 14:36:53.893676
bot_053,user_0660,mention,1,2025-05-23 14:36:53.893883
bot_015,user_0570,follow,1,2025-05-22 14:36:53.894085
bot_073,user_0031,follow,1,2025-05-22 14:36:53.894285
bot_008,user_0650,mention,1,2025-05-22 14:36:53.894501
bot_016,user_0835,mention,1,2025-05-20 14:36:53.894702
bot_024,user_0634,follow,1,2025-05-19 14:36:53.894915
bot_064,user_0190,follow,1,2025-05-21 14:36:53.895116
bot_035,user_0080,follow,1,2025-05-22 14:36:53.895320
bot_014,user_0095,follow,1,2025-05-21 14:36:53.895522
bot_069,user_0000,follow,1,2025-05-22 14:36:53.895742
bot_038,user_0508,mention,1,2025-05-23 14:36:53.896009
bot_033,user_0762,follow,1,2025-05-19 14:36:53.896220
bot_072,user_0140,mention,1,2025-05-18 14:36:53.896607
bot_051,user_0244,follow,1,2025-05-23 14:36:53.896878
bot_062,user_0560,mention,1,2025-05-19 14:36:53.897093
bot_054,user_0191,follow,1,2025-05-23 14:36:53.897301
bot_066,user_0473,follow,1,2025-05-20 14:36:53.897503
bot_031,user_0863,mention,1,2025-05-20 14:36:53.897703
bot_017,user_0368,follow,1,2025-05-21 14:36:53.897904
bot_034,user_0487,mention,1,2025-05-22 14:36:53.898104
bot_032,user_0269,mention,1,2025-05-19 14:36:53.898303
bot_003,user_0727,follow,1,2025-05-19 14:36:53.898503
bot_005,user_0888,follow,1,2025-05-23 14:36:53.898702
bot_039,user_0338,follow,1,2025-05-23 14:36:53.898912
bot_068,user_0282,mention,1,2025-05-18 14:36:53.899111
bot_012,user_0239,mention,1,2025-05-18 14:36:53.899311
bot_018,user_0715,mention,1,2025-05-21 14:36:53.899510
bot_042,user_0457,follow,1,2025-05-20 14:36:53.899709
bot_067,user_0427,follow,1,2025-05-22 14:36:53.899939
bot_021,user_0882,follow,1,2025-05-19 14:36:53.900142
bot_071,user_0518,mention,1,2025-05-21 14:36:53.900396
bot_015,user_0594,follow,1,2025-05-22 14:36:53.900642
bot_079,user_0839,mention,1,2025-05-23 14:36:53.900857
bot_011,user_0125,follow,1,2025-05-21 14:36:53.901074
bot_004,user_0282,mention,1,2025-05-23 14:36:53.901274
bot_005,user_0096,follow,1,2025-05-23 14:36:53.901490
bot_027,user_0845,follow,1,2025-05-18 14:36:53.901689
bot_058,user_0032,mention,1,2025-05-22 14:36:53.901910
bot_018,user_0725,follow,1,2025-05-21 14:36:53.902111
bot_065,user_0558,follow,1,2025-05-20 14:36:53.902314
bot_032,user_0140,mention,1,2025-05-18 14:36:53.902513
bot_006,user_0590,follow,1,2025-05-18 14:36:53.902713
bot_018,user_0127,mention,1,2025-05-19 14:36:53.902928
bot_019,user_0028,mention,1,2025-05-22 14:36:53.903127
bot_062,user_0713,follow,1,2025-05-23 14:36:53.903337
bot_007,user_0217,mention,1,2025-05-19 14:36:53.903535
user_0201,bot_016,follow,2,2024-07-03 14:36:53.903945
user_0411,user_0237,mention,2,2024-10-17 14:36:53.904473
user_0688,user_0123,follow,3,2024-08-31 14:36:53.905158
user_0097,user_0264,mention,2,2025-01-20 14:36:53.905562
user_0791,user_0505,mention,2,2024-08-02 14:36:53.905923
user_0218,user_0588,reply,3,2025-04-13 14:36:53.906282
user_0147,user_0027,retweet,3,2024-07-06 14:36:53.906630
user_0413,user_0228,follow,3,2025-01-10 14:36:53.906999
user_0718,user_0202,mention,1,2024-06-06 14:36:53.907351
user_0559,user_0245,retweet,3,2024-09-08 14:36:53.907698
user_0412,user_0371,reply,2,2024-08-31 14:36:53.908045
user_0820,bot_078,follow,3,2025-04-06 14:36:53.908426
user_0916,user_0810,mention,2,2025-04-29 14:36:53.908905
user_0283,user_0368,follow,3,2024-07-23 14:36:53.909374
user_0136,user_0083,reply,2,2025-03-12 14:36:53.909736
user_0236,bot_045,follow,2,2024-11-29 14:36:53.910085
user_0165,user_0576,retweet,3,2025-03-31 14:36:53.910440
user_0689,user_0338,reply,1,2025-01-17 14:36:53.910799
user_0408,user_0843,reply,1,2025-03-12 14:36:53.911145
user_0914,user_0167,follow,3,2025-04-13 14:36:53.911494
user_0169,user_0865,mention,3,2024-09-21 14:36:53.911851
user_0150,user_0030,mention,3,2025-03-22 14:36:53.912198
user_0736,user_0285,follow,2,2024-08-01 14:36:53.912566
user_0202,bot_060,retweet,2,2024-07-14 14:36:53.913129
user_0160,user_0250,mention,2,2024-07-24 14:36:53.913533
user_0502,user_0569,reply,3,2024-08-22 14:36:53.913894
user_0163,user_0362,follow,2,2024-05-31 14:36:53.914261
user_0832,user_0807,reply,3,2024-10-27 14:36:53.914612
user_0072,user_0428,mention,1,2024-08-02 14:36:53.914963
user_0368,user_0875,retweet,2,2025-04-17 14:36:53.915339
user_0648,user_0769,mention,1,2024-09-08 14:36:53.915690
user_0444,user_0489,follow,2,2024-12-07 14:36:53.916037
user_0419,user_0545,mention,1,2024-06-23 14:36:53.916387
user_0091,user_0449,reply,2,2025-01-05 14:36:53.916837
user_0697,user_0104,follow,2,2024-09-10 14:36:53.917349
user_0134,user_0492,retweet,3,2025-01-15 14:36:53.917731
user_0822,bot_002,retweet,2,2025-01-23 14:36:53.918085
user_0384,user_0533,follow,1,2025-01-11 14:36:53.918436
user_0713,user_0779,mention,3,2025-02-04 14:36:53.918786
user_0302,user_0515,retweet,1,2025-01-15 14:36:53.919134
user_0195,user_0059,follow,2,2025-05-01 14:36:53.919480
user_0664,user_0196,mention,2,2025-04-02 14:36:53.919918
user_0855,user_0072,reply,2,2025-04-22 14:36:53.920298
user_0566,user_0783,mention,2,2024-11-28 14:36:53.920686
user_0361,user_0233,reply,1,2024-10-23 14:36:53.921302
user_0828,user_0056,follow,1,2025-04-19 14:36:53.921864
user_0038,user_0581,retweet,1,2025-02-26 14:36:53.922243
user_0464,bot_075,reply,3,2024-07-15 14:36:53.922600
user_0894,user_0645,follow,3,2024-12-10 14:36:53.922954
user_0598,user_0572,mention,3,2025-02-01 14:36:53.923310
user_0918,bot_044,follow,1,2025-01-10 14:36:53.923667
user_0619,bot_017,follow,2,2024-08-08 14:36:53.924015
user_0413,user_0640,retweet,2,2025-01-22 14:36:53.924378
user_0649,user_0034,follow,1,2024-10-02 14:36:53.924784
user_0539,bot_010,follow,3,2025-04-07 14:36:53.925211
user_0757,user_0046,follow,3,2024-12-23 14:36:53.925683
user_0583,user_0282,mention,3,2024-08-08 14:36:53.926088
user_0480,bot_018,mention,3,2024-06-04 14:36:53.926443
user_0498,user_0060,reply,2,2025-02-20 14:36:53.926800
user_0238,user_0124,mention,1,2024-07-08 14:36:53.927156
user_0316,user_0844,retweet,2,2025-05-07 14:36:53.927505
user_0070,user_0188,retweet,1,2025-05-17 14:36:53.927894
user_0313,user_0736,reply,1,2024-09-25 14:36:53.928252
user_0573,user_0448,reply,3,2024-09-13 14:36:53.928630
user_0386,user_0126,reply,3,2024-08-15 14:36:53.929001
user_0379,user_0063,follow,1,2025-01-24 14:36:53.929397
user_0823,user_0752,retweet,2,2024-06-22 14:36:53.929917
user_0424,user_0418,follow,2,2024-10-03 14:36:53.930306
user_0198,user_0637,retweet,3,2024-08-26 14:36:53.930670
user_0898,user_0058,follow,2,2025-03-28 14:36:53.931023
user_0231,user_0577,reply,2,2024-10-12 14:36:53.931373
user_0647,user_0453,retweet,3,2024-11-20 14:36:53.931725
user_0871,user_0211,reply,1,2025-04-05 14:36:53.932079
user_0684,user_0001,retweet,1,2024-06-23 14:36:53.932449
user_0531,user_0879,reply,2,2024-10-15 14:36:53.932827
user_0322,user_0770,follow,2,2024-07-08 14:36:53.933183
user_0039,bot_058,mention,3,2025-03-25 14:36:53.933586
user_0883,user_0762,mention,3,2025-02-17 14:36:53.934053
user_0858,user_0333,follow,2,2024-09-10 14:36:53.934415
user_0560,user_0824,follow,2,2024-07-11 14:36:53.934772
user_0503,user_0638,follow,1,2024-09-16 14:36:53.935286
user_0313,user_0788,retweet,2,2024-08-02 14:36:53.935665
user_0479,user_0233,mention,3,2024-10-25 14:36:53.936025
user_0703,bot_043,mention,3,2025-02-21 14:36:53.936380
user_0264,user_0814,reply,1,2024-10-21 14:36:53.936744
user_0898,user_0708,mention,2,2024-09-21 14:36:53.937097
user_0469,user_0493,follow,2,2024-08-28 14:36:53.937458
user_0266,bot_053,retweet,3,2024-07-15 14:36:53.937826
user_0039,user_0156,follow,2,2024-10-14 14:36:53.938282
user_0715,user_0569,retweet,3,2024-06-22 14:36:53.938648
user_0592,user_0649,mention,3,2024-06-12 14:36:53.939015
user_0790,user_0577,reply,1,2025-03-23 14:36:53.939365
user_0805,user_0424,follow,2,2024-10-14 14:36:53.939723
user_0060,user_0048,retweet,1,2025-02-03 14:36:53.940073
user_0780,user_0842,mention,2,2025-03-11 14:36:53.940421
user_0436,user_0894,reply,3,2024-07-02 14:36:53.940771
user_0339,user_0788,mention,1,2025-04-26 14:36:53.941120
user_0391,user_0688,retweet,2,2025-03-15 14:36:53.941465
user_0892,user_0324,reply,3,2025-05-19 14:36:53.941825
user_0827,user_0039,reply,2,2024-10-19 14:36:53.942206
user_0055,user_0285,reply,3,2025-02-09 14:36:53.942571
user_0076,user_0149,follow,3,2024-11-23 14:36:53.942919
user_0892,user_0687,reply,3,2024-08-21 14:36:53.943267
user_0651,user_0218,reply,3,2025-03-24 14:36:53.943614
user_0457,user_0370,reply,3,2024-06-07 14:36:53.943961
user_0654,user_0319,retweet,1,2024-08-06 14:36:53.944308
user_0458,user_0618,reply,2,2024-07-24 14:36:53.944657
user_0500,user_0722,follow,3,2025-01-30 14:36:53.945019
user_0432,user_0911,retweet,3,2024-10-29 14:36:53.945364
user_0767,user_0154,follow,3,2024-10-28 14:36:53.945712
user_0708,user_0772,retweet,3,2025-04-29 14:36:53.946124
user_0067,user_0492,mention,3,2024-12-04 14:36:53.946724
user_0449,bot_073,follow,1,2024-08-21 14:36:53.947091
user_0047,user_0130,reply,3,2025-02-03 14:36:53.947443
user_0694,user_0459,retweet,3,2025-04-03 14:36:53.947793
user_0660,user_0699,retweet,2,2025-01-31 14:36:53.948140
user_0169,user_0387,reply,2,2024-11-02 14:36:53.948489
user_0287,user_0826,reply,3,2025-03-30 14:36:53.948836
user_0693,user_0641,follow,3,2024-08-20 14:36:53.949203
user_0644,user_0262,mention,3,2024-06-13 14:36:53.949552
user_0181,user_0377,mention,1,2025-03-21 14:36:53.949903
user_0838,user_0179,retweet,2,2024-10-22 14:36:53.950278
user_0753,user_0862,retweet,2,2025-01-02 14:36:53.950913
user_0433,user_0323,mention,1,2025-03-26 14:36:53.951301
user_0042,user_0126,reply,2,2025-05-04 14:36:53.951663
user_0221,user_0085,retweet,2,2025-02-19 14:36:53.952020
user_0012,user_0892,mention,1,2024-10-06 14:36:53.952372
user_0833,user_0723,follow,3,2024-05-25 14:36:53.952722
user_0810,user_0069,mention,1,2024-08-01 14:36:53.953106
user_0720,user_0559,mention,3,2024-12-31 14:36:53.953487
user_0829,user_0666,follow,1,2024-09-27 14:36:53.953839
user_0154,user_0100,reply,3,2025-03-12 14:36:53.954213
user_0178,user_0131,follow,1,2024-09-27 14:36:53.954579
user_0222,user_0550,mention,3,2025-02-18 14:36:53.955219
user_0884,user_0653,follow,3,2024-07-19 14:36:53.955847
user_0630,user_0187,reply,2,2024-06-08 14:36:53.956435
user_0914,user_0413,retweet,2,2025-03-14 14:36:53.957013
user_0363,user_0489,follow,2,2024-05-31 14:36:53.957614
user_0727,user_0825,follow,3,2025-03-01 14:36:53.958235
user_0898,user_0724,mention,3,2024-05-29 14:36:53.958966
user_0906,user_0029,mention,1,2024-06-08 14:36:53.959754
user_0567,bot_059,reply,1,2025-01-19 14:36:53.960560
user_0012,user_0911,reply,2,2025-02-27 14:36:53.961325
user_0515,user_0142,mention,2,2024-06-14 14:36:53.962075
user_0894,user_0295,follow,2,2025-04-23 14:36:53.962820
user_0374,bot_010,mention,2,2024-11-13 14:36:53.963554
user_0485,user_0185,retweet,2,2024-06-03 14:36:53.964322
user_0111,user_0747,retweet,1,2025-03-20 14:36:53.965065
user_0246,user_0654,retweet,1,2025-02-07 14:36:53.965917
user_0180,user_0103,retweet,2,2025-02-24 14:36:53.966298
user_0687,user_0449,mention,1,2025-02-07 14:36:53.966657
user_0270,user_0894,retweet,3,2025-05-11 14:36:53.967042
user_0848,bot_031,reply,2,2024-10-17 14:36:53.967439
user_0081,user_0764,mention,3,2024-06-26 14:36:53.967796
user_0427,bot_037,reply,3,2024-09-17 14:36:53.968148
user_0226,bot_047,retweet,3,2024-08-02 14:36:53.968517
user_0707,user_0106,mention,2,2024-06-21 14:36:53.968941
user_0228,user_0309,mention,1,2024-11-17 14:36:53.969329
user_0857,user_0189,mention,3,2025-03-13 14:36:53.969688
user_0792,user_0764,mention,2,2024-11-14 14:36:53.970046
user_0421,user_0039,follow,2,2025-01-13 14:36:53.970398
user_0236,user_0677,reply,2,2025-02-17 14:36:53.970750
user_0421,user_0631,mention,2,2024-11-20 14:36:53.971124
user_0005,user_0125,follow,2,2024-09-10 14:36:53.971524
user_0698,bot_075,mention,3,2024-06-09 14:36:53.971894
user_0254,user_0756,follow,1,2025-01-17 14:36:53.972247
user_0286,user_0685,retweet,3,2025-05-11 14:36:53.972598
user_0556,user_0558,mention,1,2024-08-21 14:36:53.972950
user_0499,user_0636,follow,1,2024-08-24 14:36:53.973310
user_0919,bot_057,follow,3,2025-02-04 14:36:53.973661
user_0278,user_0605,mention,3,2025-02-02 14:36:53.974012
user_0698,user_0700,retweet,1,2024-12-19 14:36:53.974366
user_0472,user_0620,follow,2,2024-09-20 14:36:53.974715
user_0721,user_0430,mention,3,2025-05-11 14:36:53.975063
user_0607,user_0417,retweet,2,2024-06-20 14:36:53.975497
user_0780,user_0090,follow,1,2025-02-01 14:36:53.975926
user_0566,user_0768,retweet,3,2024-11-04 14:36:53.976294
user_0179,user_0633,mention,1,2024-11-25 14:36:53.976648
user_0416,user_0744,retweet,2,2025-05-23 14:36:53.977003
user_0043,user_0658,mention,1,2024-08-09 14:36:53.977352
user_0782,user_0059,mention,2,2025-03-13 14:36:53.977702
user_0666,user_0109,mention,3,2024-10-04 14:36:53.978050
user_0041,user_0621,follow,3,2024-12-04 14:36:53.978397
user_0862,user_0192,follow,2,2024-10-15 14:36:53.978747
user_0724,user_0772,reply,2,2024-06-16 14:36:53.979092
user_0613,user_0852,mention,3,2024-07-18 14:36:53.979683
user_0711,user_0152,follow,3,2025-01-05 14:36:53.980200
user_0855,user_0736,retweet,2,2025-03-22 14:36:53.980568
user_0103,user_0770,mention,3,2024-08-24 14:36:53.980928
user_0005,user_0066,follow,2,2025-04-16 14:36:53.981417
user_0118,user_0212,reply,2,2024-10-18 14:36:53.981781
user_0176,user_0218,retweet,1,2024-07-20 14:36:53.982131
user_0569,user_0207,retweet,3,2024-11-17 14:36:53.982490
user_0493,user_0002,retweet,3,2024-09-28 14:36:53.982840
user_0871,user_0615,retweet,1,2024-10-26 14:36:53.983190
user_0815,user_0727,retweet,2,2025-01-07 14:36:53.983549
user_0366,user_0831,mention,3,2025-01-02 14:36:53.983952
user_0748,user_0456,reply,3,2024-09-16 14:36:53.984343
user_0919,user_0429,follow,1,2024-08-15 14:36:53.984719
user_0915,user_0879,follow,3,2024-07-05 14:36:53.985072
user_0151,bot_004,follow,3,2025-01-31 14:36:53.985422
user_0270,user_0082,follow,1,2025-04-10 14:36:53.985775
user_0281,user_0606,retweet,3,2024-06-18 14:36:53.986124
user_0139,user_0390,follow,3,2025-01-15 14:36:53.986472
user_0245,user_0520,mention,3,2024-12-26 14:36:53.986820
user_0851,user_0352,reply,1,2024-08-03 14:36:53.987168
user_0764,user_0062,reply,2,2024-07-26 14:36:53.987514
user_0024,user_0708,mention,2,2025-03-15 14:36:53.987883
user_0624,user_0794,retweet,3,2025-02-22 14:36:53.988315
user_0529,user_0580,reply,2,2024-05-29 14:36:53.988710
user_0662,user_0111,reply,2,2025-01-06 14:36:53.989065
user_0344,user_0099,follow,3,2024-11-02 14:36:53.989413
user_0572,user_0111,follow,1,2024-11-24 14:36:53.989761
user_0310,user_0468,follow,1,2024-05-31 14:36:53.990126
user_0860,user_0116,follow,2,2024-05-29 14:36:53.990477
user_0699,user_0738,mention,3,2025-02-23 14:36:53.990933
user_0716,user_0810,mention,1,2024-10-16 14:36:53.991285
user_0889,user_0525,follow,3,2024-11-19 14:36:53.991634
user_0695,user_0414,follow,3,2025-04-02 14:36:53.992005
user_0856,user_0507,retweet,2,2025-04-14 14:36:53.992495
user_0612,user_0030,mention,1,2024-11-14 14:36:53.992915
user_0489,user_0613,reply,3,2024-10-27 14:36:53.993285
user_0021,user_0597,reply,2,2024-11-30 14:36:53.993639
user_0784,user_0448,mention,1,2024-12-30 14:36:53.993989
user_0165,user_0768,retweet,1,2024-09-04 14:36:53.994340
user_0162,user_0285,follow,1,2025-01-01 14:36:53.994701
user_0821,user_0428,retweet,1,2024-09-21 14:36:53.995054
user_0674,bot_059,follow,2,2025-03-27 14:36:53.995403
user_0816,user_0326,retweet,2,2024-07-25 14:36:53.995758
user_0004,user_0905,retweet,2,2025-03-26 14:36:53.996176
user_0447,user_0673,reply,1,2024-09-17 14:36:53.996775
user_0525,user_0381,follow,3,2025-05-05 14:36:53.997195
user_0574,user_0410,follow,3,2024-06-21 14:36:53.997560
user_0418,user_0834,follow,3,2025-01-22 14:36:53.997916
user_0431,bot_043,reply,1,2024-12-30 14:36:53.998270
user_0326,user_0282,reply,3,2024-08-09 14:36:53.998628
user_0163,user_0060,retweet,2,2024-09-27 14:36:53.998978
user_0835,user_0727,follow,2,2024-06-12 14:36:53.999327
user_0283,user_0783,reply,3,2024-09-07 14:36:53.999686
user_0757,user_0055,retweet,3,2024-12-16 14:36:54.000041
user_0200,user_0406,follow,3,2024-05-25 14:36:54.000456
user_0370,user_0022,mention,1,2024-08-11 14:36:54.001029
user_0457,user_0149,retweet,1,2024-10-15 14:36:54.001422
user_0422,user_0491,retweet,2,2024-12-02 14:36:54.001780
user_0662,user_0372,follow,2,2025-02-05 14:36:54.002134
user_0003,user_0012,reply,2,2024-12-29 14:36:54.002488
user_0782,user_0343,retweet,1,2024-10-07 14:36:54.002838
user_0201,user_0131,follow,3,2024-07-05 14:36:54.003188
user_0105,user_0570,mention,3,2024-06-21 14:36:54.003538
user_0808,user_0898,retweet,2,2024-08-06 14:36:54.003887
